transaction_id,arrival_timestamp,order_type,service_duration_min
20251028-0105,2025-10-28T13:01:32,espresso,3.0165
20251028-0106,2025-10-28T13:16:41,blended,2.2126
20251028-0107,2025-10-28T13:33:28,blended,5.2492
20251028-0108,2025-10-28T13:37:18,espresso,3.6602
20251028-0109,2025-10-28T13:40:29,espresso,2.5138
20251028-0110,2025-10-28T13:44:46,drip,2.4535
20251028-0111,2025-10-28T13:45:16,blended,3.1017
20251028-0112,2025-10-28T13:55:24,drip,1.8319
20251028-0113,2025-10-28T13:57:14,espresso,3.1084
20251028-0114,2025-10-28T14:06:00,espresso,3.2527
20251028-0115,2025-10-28T14:09:46,espresso,2.1208
20251028-0116,2025-10-28T14:19:37,espresso,5.0689
20251028-0117,2025-10-28T14:22:31,drip,1.5855
20251028-0118,2025-10-28T14:26:29,drip,1.2243
20251028-0119,2025-10-28T14:33:39,blended,4.9196
20251028-0120,2025-10-28T14:34:16,espresso,6.5463
20251028-0121,2025-10-28T14:41:26,espresso,1.7727
20251028-0122,2025-10-28T14:42:14,drip,1.4990
20251028-0123,2025-10-28T14:45:59,blended,5.8549
20251028-0124,2025-10-28T14:54:45,espresso,3.3320
20251028-0125,2025-10-28T15:00:25,espresso,2.1455
20251028-0126,2025-10-28T15:03:21,espresso,3.0998
20251028-0127,2025-10-28T15:10:36,drip,3.2720
20251028-0128,2025-10-28T15:11:20,drip,3.0020
20251028-0129,2025-10-28T15:12:44,drip,4.5106
20251028-0130,2025-10-28T15:24:59,espresso,4.2525
20251028-0131,2025-10-28T15:27:40,espresso,2.7897
20251028-0132,2025-10-28T15:28:13,blended,5.8200
20251028-0133,2025-10-28T15:30:39,espresso,2.5975
20251028-0134,2025-10-28T15:45:31,drip,1.9452
20251028-0135,2025-10-28T15:49:50,blended,3.6390
20251028-0136,2025-10-28T15:49:51,blended,5.5334
20251028-0137,2025-10-28T16:12:49,espresso,4.1047
20251028-0138,2025-10-28T16:27:12,drip,1.6743
20251028-0139,2025-10-28T16:36:03,espresso,4.9056
20251028-0140,2025-10-28T16:36:05,blended,6.9412
20251028-0141,2025-10-28T16:41:09,espresso,2.7985
20251029-0000,2025-10-29T07:03:18,espresso,3.3443
20251029-0001,2025-10-29T07:07:08,drip,4.0070
20251029-0002,2025-10-29T07:07:23,espresso,3.3972
20251029-0003,2025-10-29T07:13:05,espresso,3.0239
20251029-0004,2025-10-29T07:13:48,espresso,3.3167
20251029-0005,2025-10-29T07:15:41,espresso,4.4004
20251029-0006,2025-10-29T07:16:26,espresso,4.2482
20251029-0007,2025-10-29T07:16:27,espresso,3.6000
20251029-0008,2025-10-29T07:17:38,espresso,4.7166
20251029-0009,2025-10-29T07:17:43,espresso,3.3814
20251029-0010,2025-10-29T07:18:43,espresso,3.1088
20251029-0011,2025-10-29T07:19:29,blended,4.5228
20251029-0012,2025-10-29T07:22:48,espresso,2.7303
20251029-0013,2025-10-29T07:24:26,blended,5.7455
20251029-0014,2025-10-29T07:24:51,espresso,2.6878
20251029-0015,2025-10-29T07:25:32,drip,1.1357
20251029-0016,2025-10-29T07:27:53,blended,2.8951
20251029-0017,2025-10-29T07:28:10,blended,4.9514
20251029-0018,2025-10-29T07:28:44,blended,3.5697
20251029-0019,2025-10-29T07:28:48,drip,2.5065
20251029-0020,2025-10-29T07:30:26,drip,1.9813
20251029-0021,2025-10-29T07:32:36,drip,2.5753
20251029-0022,2025-10-29T07:32:45,drip,1.1612
20251029-0023,2025-10-29T07:33:54,drip,1.6766
20251029-0024,2025-10-29T07:46:05,drip,1.5194
20251029-0025,2025-10-29T07:46:25,blended,9.6350
20251029-0026,2025-10-29T07:53:43,drip,1.7543
20251029-0027,2025-10-29T07:56:13,drip,1.2960
20251029-0028,2025-10-29T07:56:33,drip,2.2119
20251029-0029,2025-10-29T07:57:30,drip,1.4845
20251029-0030,2025-10-29T08:00:54,espresso,4.6007
20251029-0031,2025-10-29T08:01:22,espresso,4.9022
20251029-0032,2025-10-29T08:01:48,blended,3.3903
20251029-0033,2025-10-29T08:02:40,espresso,6.1226
20251029-0034,2025-10-29T08:03:22,blended,3.5982
20251029-0035,2025-10-29T08:04:04,drip,2.1489
20251029-0036,2025-10-29T08:10:07,blended,5.9861
20251029-0037,2025-10-29T08:13:28,drip,2.2242
20251029-0038,2025-10-29T08:14:04,drip,1.7551
20251029-0039,2025-10-29T08:16:26,espresso,2.0977
20251029-0040,2025-10-29T08:19:02,drip,3.3537
20251029-0041,2025-10-29T08:19:48,espresso,3.7608
20251029-0042,2025-10-29T08:30:43,drip,3.6207
20251029-0043,2025-10-29T08:31:40,drip,1.1964
20251029-0044,2025-10-29T08:32:35,blended,5.2081
20251029-0045,2025-10-29T08:33:52,blended,7.6510
20251029-0046,2025-10-29T08:36:30,drip,1.5765
20251029-0047,2025-10-29T08:47:32,espresso,2.5540
20251029-0048,2025-10-29T08:49:11,espresso,3.0682
20251029-0049,2025-10-29T08:49:53,espresso,2.4328
20251029-0050,2025-10-29T08:50:35,espresso,1.8935
20251029-0051,2025-10-29T08:52:01,espresso,2.6393
20251029-0052,2025-10-29T08:52:19,espresso,3.9355
20251029-0053,2025-10-29T08:53:16,espresso,2.1730
20251029-0054,2025-10-29T08:54:38,espresso,2.2468
20251029-0055,2025-10-29T09:00:46,espresso,2.6938
20251029-0056,2025-10-29T09:01:16,blended,3.3306
20251029-0057,2025-10-29T09:05:10,drip,1.7100
20251029-0058,2025-10-29T09:14:21,espresso,3.1456
20251029-0059,2025-10-29T09:16:52,blended,3.1718
20251029-0060,2025-10-29T09:20:48,drip,1.6942
20251029-0061,2025-10-29T09:32:48,drip,1.9734
20251029-0062,2025-10-29T09:33:45,espresso,2.4633
20251029-0063,2025-10-29T09:37:18,blended,3.0232
20251029-0064,2025-10-29T09:43:44,drip,1.5901
20251029-0065,2025-10-29T09:49:45,espresso,2.8807
20251029-0066,2025-10-29T09:54:12,espresso,1.8647
20251029-0067,2025-10-29T09:55:13,espresso,3.9575
20251029-0068,2025-10-29T09:57:05,espresso,2.9320
20251029-0069,2025-10-29T09:57:25,drip,1.5925
20251029-0070,2025-10-29T10:03:01,blended,2.8396
20251029-0071,2025-10-29T10:03:31,drip,2.2473
20251029-0072,2025-10-29T10:03:33,drip,2.8220
20251029-0073,2025-10-29T10:04:46,espresso,2.6745
20251029-0074,2025-10-29T10:07:22,blended,7.7852
20251029-0075,2025-10-29T10:08:19,espresso,3.1905
20251029-0076,2025-10-29T10:13:03,espresso,3.2305
20251029-0077,2025-10-29T10:14:33,blended,5.6639
20251029-0078,2025-10-29T10:17:02,drip,2.2837
20251029-0079,2025-10-29T10:22:41,blended,3.1110
20251029-0080,2025-10-29T10:24:43,blended,3.6850
20251029-0081,2025-10-29T10:27:42,espresso,4.6482
20251029-0082,2025-10-29T10:29:08,blended,5.1143
20251029-0083,2025-10-29T10:32:01,espresso,6.3493
20251029-0084,2025-10-29T10:32:48,drip,2.1886
20251029-0085,2025-10-29T10:33:19,blended,5.1686
20251029-0086,2025-10-29T10:47:44,drip,1.5887
20251029-0087,2025-10-29T10:52:36,drip,2.8071
20251029-0088,2025-10-29T10:57:37,espresso,1.5540
20251029-0089,2025-10-29T10:59:13,espresso,3.4224
20251029-0090,2025-10-29T11:02:36,blended,5.2171
20251029-0091,2025-10-29T11:04:18,drip,2.1445
20251029-0092,2025-10-29T11:04:46,blended,4.3418
20251029-0093,2025-10-29T11:07:28,blended,4.2005
20251029-0094,2025-10-29T11:08:19,drip,1.9745
20251029-0095,2025-10-29T11:13:04,drip,1.4538
20251029-0096,2025-10-29T11:25:46,espresso,3.5666
20251029-0097,2025-10-29T11:30:08,drip,1.5936
20251029-0098,2025-10-29T11:30:15,espresso,2.6752
20251029-0099,2025-10-29T11:31:55,blended,3.1398
20251029-0100,2025-10-29T11:33:12,espresso,8.9988
20251029-0101,2025-10-29T11:36:51,drip,2.0960
20251029-0102,2025-10-29T11:45:06,espresso,2.0557
20251029-0103,2025-10-29T11:55:45,espresso,3.3536
20251029-0104,2025-10-29T11:59:21,espresso,4.8697
20251029-0105,2025-10-29T12:01:13,espresso,3.5526
20251029-0106,2025-10-29T12:03:41,espresso,3.1709
20251029-0107,2025-10-29T12:05:10,blended,3.4680
20251029-0108,2025-10-29T12:06:25,drip,2.1351
20251029-0109,2025-10-29T12:08:02,espresso,4.1913
20251029-0110,2025-10-29T12:08:09,blended,5.4916
20251029-0111,2025-10-29T12:11:20,drip,2.0749
20251029-0112,2025-10-29T12:19:36,espresso,3.4342
20251029-0113,2025-10-29T12:30:01,blended,6.5742
20251029-0114,2025-10-29T12:31:57,espresso,4.9706
20251029-0115,2025-10-29T12:32:48,espresso,3.0201
20251029-0116,2025-10-29T12:34:00,blended,7.5573
20251029-0117,2025-10-29T12:36:48,espresso,2.0666
20251029-0118,2025-10-29T12:39:04,blended,4.6792
20251029-0119,2025-10-29T12:39:45,espresso,3.6148
20251029-0120,2025-10-29T12:41:28,blended,3.4139
20251029-0121,2025-10-29T12:45:54,drip,1.2693
20251029-0122,2025-10-29T12:46:39,espresso,2.4337
20251029-0123,2025-10-29T12:47:35,espresso,4.5069
20251029-0124,2025-10-29T12:50:26,espresso,4.5580
20251029-0125,2025-10-29T12:57:09,espresso,4.1062
20251029-0126,2025-10-29T12:59:05,blended,3.5634
20251029-0127,2025-10-29T12:59:37,blended,5.9047
20251029-0128,2025-10-29T13:06:25,drip,1.6314
20251029-0129,2025-10-29T13:08:30,drip,2.1409
20251029-0130,2025-10-29T13:08:54,espresso,3.2378
20251029-0131,2025-10-29T13:11:44,espresso,2.8418
20251029-0132,2025-10-29T13:14:08,espresso,4.0312
20251029-0133,2025-10-29T13:15:56,drip,2.5279
20251029-0134,2025-10-29T13:16:11,drip,1.5753
20251029-0135,2025-10-29T13:39:34,espresso,3.3034
20251029-0136,2025-10-29T13:41:12,drip,2.4852
20251029-0137,2025-10-29T13:48:04,drip,0.9409
20251029-0138,2025-10-29T13:50:45,espresso,3.7337
20251029-0139,2025-10-29T14:07:25,espresso,4.2769
20251029-0140,2025-10-29T14:08:08,blended,5.0247
20251029-0141,2025-10-29T14:23:06,drip,2.2912
20251029-0142,2025-10-29T14:23:30,espresso,3.1580
20251029-0143,2025-10-29T14:36:53,espresso,4.1669
20251029-0144,2025-10-29T14:46:33,espresso,2.1501
20251029-0145,2025-10-29T14:51:24,espresso,2.4380
20251029-0146,2025-10-29T14:59:11,drip,2.2790
20251029-0147,2025-10-29T15:00:27,blended,5.4508
20251029-0148,2025-10-29T15:03:25,drip,2.8025
20251029-0149,2025-10-29T15:14:38,drip,3.0519
20251029-0150,2025-10-29T15:19:23,blended,7.1407
20251029-0151,2025-10-29T15:25:03,drip,1.6071
20251029-0152,2025-10-29T16:03:46,espresso,2.2578
20251029-0153,2025-10-29T16:04:09,espresso,4.4671
20251029-0154,2025-10-29T16:05:16,espresso,2.8012
20251029-0155,2025-10-29T16:06:35,drip,1.9518
20251029-0156,2025-10-29T16:10:14,espresso,4.2953
20251029-0157,2025-10-29T16:28:51,espresso,3.4891
20251029-0158,2025-10-29T16:31:08,drip,2.4221
20251029-0159,2025-10-29T16:46:07,blended,3.4849
20251029-0160,2025-10-29T16:46:13,blended,4.8385
20251029-0161,2025-10-29T16:52:24,drip,2.1603
20251030-0000,2025-10-30T07:00:07,espresso,4.3704
20251030-0001,2025-10-30T07:02:19,blended,7.9203
20251030-0002,2025-10-30T07:05:18,espresso,4.2418
20251030-0003,2025-10-30T07:06:39,espresso,2.5319
20251030-0004,2025-10-30T07:07:37,espresso,5.1728
20251030-0005,2025-10-30T07:07:53,espresso,4.3105
20251030-0006,2025-10-30T07:12:49,drip,2.6521
20251030-0007,2025-10-30T07:14:16,drip,1.5885
20251030-0008,2025-10-30T07:16:55,drip,1.8447
20251030-0009,2025-10-30T07:20:19,espresso,6.5436
20251030-0010,2025-10-30T07:21:46,espresso,2.3449
20251030-0011,2025-10-30T07:22:57,drip,2.9325
20251030-0012,2025-10-30T07:24:03,drip,2.8604
20251030-0013,2025-10-30T07:26:35,drip,2.1801
20251030-0014,2025-10-30T07:27:14,espresso,6.6670
20251030-0015,2025-10-30T07:29:20,espresso,2.5913
20251030-0016,2025-10-30T07:30:08,espresso,3.4259
20251030-0017,2025-10-30T07:35:46,espresso,3.8712
20251030-0018,2025-10-30T07:37:16,drip,1.3322
20251030-0019,2025-10-30T07:41:49,drip,2.4157
20251030-0020,2025-10-30T07:43:49,blended,5.4840
20251030-0021,2025-10-30T07:43:53,espresso,3.8684
20251030-0022,2025-10-30T07:47:34,espresso,5.0427
20251030-0023,2025-10-30T07:47:44,espresso,2.6212
20251030-0024,2025-10-30T07:53:40,espresso,6.2998
20251030-0025,2025-10-30T07:54:47,espresso,3.3792
20251030-0026,2025-10-30T08:03:39,drip,2.5734
20251030-0027,2025-10-30T08:05:59,blended,4.9230
20251030-0028,2025-10-30T08:06:56,blended,5.1445
20251030-0029,2025-10-30T08:11:32,espresso,2.4075
20251030-0030,2025-10-30T08:12:16,drip,1.7215
20251030-0031,2025-10-30T08:13:20,drip,1.2269
20251030-0032,2025-10-30T08:13:20,blended,4.1406
20251030-0033,2025-10-30T08:13:35,drip,2.3791
20251030-0034,2025-10-30T08:15:59,drip,1.8644
20251030-0035,2025-10-30T08:16:07,espresso,4.5131
20251030-0036,2025-10-30T08:18:47,blended,3.9348
20251030-0037,2025-10-30T08:20:35,espresso,2.5691
20251030-0038,2025-10-30T08:20:41,drip,1.7011
20251030-0039,2025-10-30T08:26:06,espresso,4.1767
20251030-0040,2025-10-30T08:26:11,espresso,5.7051
20251030-0041,2025-10-30T08:27:06,blended,8.0601
20251030-0042,2025-10-30T08:30:08,drip,2.3701
20251030-0043,2025-10-30T08:30:23,espresso,4.4331
20251030-0044,2025-10-30T08:31:51,drip,1.2955
20251030-0045,2025-10-30T08:34:09,espresso,2.1442
20251030-0046,2025-10-30T08:34:26,drip,1.5464
20251030-0047,2025-10-30T08:35:17,drip,2.9414
20251030-0048,2025-10-30T08:35:25,drip,2.9268
20251030-0049,2025-10-30T08:35:37,espresso,7.2570
20251030-0050,2025-10-30T08:35:39,espresso,2.4225
20251030-0051,2025-10-30T08:37:44,drip,1.9237
20251030-0052,2025-10-30T08:38:41,blended,2.7261
20251030-0053,2025-10-30T08:38:42,drip,1.3288
20251030-0054,2025-10-30T08:41:19,espresso,2.9435
20251030-0055,2025-10-30T08:42:33,drip,1.5551
20251030-0056,2025-10-30T08:44:28,espresso,2.4650
20251030-0057,2025-10-30T08:44:46,drip,1.6649
20251030-0058,2025-10-30T08:44:57,espresso,5.4056
20251030-0059,2025-10-30T08:46:21,espresso,4.7552
20251030-0060,2025-10-30T08:47:39,blended,3.3014
20251030-0061,2025-10-30T08:51:27,espresso,4.7035
20251030-0062,2025-10-30T08:53:38,drip,1.5885
20251030-0063,2025-10-30T08:54:18,blended,2.8734
20251030-0064,2025-10-30T08:56:23,espresso,2.6291
20251030-0065,2025-10-30T08:56:29,drip,2.1504
20251030-0066,2025-10-30T08:59:15,espresso,2.4045
20251030-0067,2025-10-30T09:00:04,blended,5.2445
20251030-0068,2025-10-30T09:16:51,drip,1.6803
20251030-0069,2025-10-30T09:18:17,blended,4.8903
20251030-0070,2025-10-30T09:27:56,espresso,2.3158
20251030-0071,2025-10-30T09:30:45,espresso,3.2518
20251030-0072,2025-10-30T09:32:48,drip,1.5397
20251030-0073,2025-10-30T09:37:43,drip,1.8313
20251030-0074,2025-10-30T09:48:13,espresso,6.3415
20251030-0075,2025-10-30T09:53:38,espresso,2.8020
20251030-0076,2025-10-30T09:55:00,blended,3.0636
20251030-0077,2025-10-30T09:55:58,espresso,3.3218
20251030-0078,2025-10-30T09:57:57,espresso,3.3413
20251030-0079,2025-10-30T10:02:53,drip,2.0209
20251030-0080,2025-10-30T10:05:51,espresso,3.9043
20251030-0081,2025-10-30T10:10:52,espresso,2.7592
20251030-0082,2025-10-30T10:19:46,espresso,4.0436
20251030-0083,2025-10-30T10:20:14,drip,1.9547
20251030-0084,2025-10-30T10:23:13,espresso,2.0943
20251030-0085,2025-10-30T10:27:59,espresso,4.2531
20251030-0086,2025-10-30T10:29:27,blended,4.6093
20251030-0087,2025-10-30T10:47:16,drip,2.3453
20251030-0088,2025-10-30T10:52:02,drip,1.3966
20251030-0089,2025-10-30T10:53:23,drip,2.5373
20251030-0090,2025-10-30T10:54:14,blended,8.5853
20251030-0091,2025-10-30T11:00:56,blended,3.0487
20251030-0092,2025-10-30T11:01:24,drip,2.6525
20251030-0093,2025-10-30T11:02:12,espresso,3.4357
20251030-0094,2025-10-30T11:03:09,blended,4.3636
20251030-0095,2025-10-30T11:09:31,drip,2.5467
20251030-0096,2025-10-30T11:09:43,espresso,4.1884
20251030-0097,2025-10-30T11:12:39,espresso,5.0204
20251030-0098,2025-10-30T11:17:49,drip,1.4105
20251030-0099,2025-10-30T11:18:05,espresso,5.0985
20251030-0100,2025-10-30T11:18:16,drip,2.1907
20251030-0101,2025-10-30T11:22:27,espresso,1.8745
20251030-0102,2025-10-30T11:24:10,blended,3.8851
20251030-0103,2025-10-30T11:27:08,drip,2.0878
20251030-0104,2025-10-30T11:31:12,blended,3.8615
20251030-0105,2025-10-30T11:31:38,blended,4.2078
20251030-0106,2025-10-30T11:33:26,espresso,2.6648
20251030-0107,2025-10-30T11:41:35,blended,7.5776
20251030-0108,2025-10-30T11:42:57,blended,10.3834
20251030-0109,2025-10-30T11:50:31,drip,2.3966
20251030-0110,2025-10-30T11:52:35,drip,2.0116
20251030-0111,2025-10-30T11:53:22,drip,1.4700
20251030-0112,2025-10-30T12:11:52,espresso,5.0259
20251030-0113,2025-10-30T12:15:39,blended,5.1157
20251030-0114,2025-10-30T12:32:15,espresso,2.3720
20251030-0115,2025-10-30T12:37:01,espresso,2.3772
20251030-0116,2025-10-30T12:37:07,espresso,3.1098
20251030-0117,2025-10-30T12:38:16,drip,2.0176
20251030-0118,2025-10-30T12:39:25,espresso,4.0323
20251030-0119,2025-10-30T12:41:58,drip,1.9403
20251030-0120,2025-10-30T12:45:52,espresso,4.1587
20251030-0121,2025-10-30T12:50:13,drip,1.7355
20251030-0122,2025-10-30T12:52:14,drip,1.9418
20251030-0123,2025-10-30T12:59:38,drip,2.9097
20251030-0124,2025-10-30T13:00:29,espresso,4.2287
20251030-0125,2025-10-30T13:07:34,blended,4.3964
20251030-0126,2025-10-30T13:23:01,espresso,1.5552
20251030-0127,2025-10-30T13:31:56,blended,4.8227
20251030-0128,2025-10-30T13:42:05,espresso,3.1869
20251030-0129,2025-10-30T13:42:57,blended,2.9646
20251030-0130,2025-10-30T13:59:23,drip,0.9580
20251030-0131,2025-10-30T14:07:05,espresso,5.8115
20251030-0132,2025-10-30T14:10:12,espresso,2.4201
20251030-0133,2025-10-30T14:19:52,blended,3.9446
20251030-0134,2025-10-30T14:20:21,drip,4.3208
20251030-0135,2025-10-30T14:30:40,drip,1.4551
20251030-0136,2025-10-30T14:33:38,espresso,3.1249
20251030-0137,2025-10-30T14:33:41,drip,2.9762
20251030-0138,2025-10-30T14:39:05,drip,3.5133
20251030-0139,2025-10-30T14:45:51,blended,5.0933
20251030-0140,2025-10-30T14:51:01,espresso,5.0445
20251030-0141,2025-10-30T14:51:18,drip,1.8559
20251030-0142,2025-10-30T15:11:50,espresso,1.3940
20251030-0143,2025-10-30T15:25:28,espresso,4.8644
20251030-0144,2025-10-30T15:26:03,espresso,3.2211
20251030-0145,2025-10-30T15:37:26,espresso,2.9026
20251030-0146,2025-10-30T15:37:39,espresso,2.8183
20251030-0147,2025-10-30T15:39:37,blended,5.4017
20251030-0148,2025-10-30T15:43:04,drip,2.4181
20251030-0149,2025-10-30T15:43:07,drip,1.9790
20251030-0150,2025-10-30T15:48:38,espresso,3.7874
20251030-0151,2025-10-30T15:50:26,espresso,2.2588
20251030-0152,2025-10-30T15:54:06,espresso,3.0336
20251030-0153,2025-10-30T15:57:59,drip,1.4647
20251030-0154,2025-10-30T15:58:59,blended,3.2309
20251030-0155,2025-10-30T16:01:39,espresso,3.6579
20251030-0156,2025-10-30T16:03:08,espresso,3.3132
20251030-0157,2025-10-30T16:21:38,espresso,2.7933
20251030-0158,2025-10-30T16:23:38,espresso,2.9835
20251030-0159,2025-10-30T16:26:07,blended,4.9948
20251030-0160,2025-10-30T16:31:14,espresso,4.1599
20251030-0161,2025-10-30T16:34:44,drip,2.3180
20251030-0162,2025-10-30T16:41:51,drip,1.4614
20251030-0163,2025-10-30T16:43:50,blended,2.7150
20251030-0164,2025-10-30T16:57:30,blended,2.3075
20251031-0000,2025-10-31T07:01:04,drip,2.1558
20251031-0001,2025-10-31T07:02:37,blended,4.3537
20251031-0002,2025-10-31T07:03:24,drip,2.7899
20251031-0003,2025-10-31T07:05:19,blended,7.1642
20251031-0004,2025-10-31T07:06:13,espresso,2.3629
20251031-0005,2025-10-31T07:07:19,espresso,4.0645
20251031-0006,2025-10-31T07:10:14,espresso,3.2565
20251031-0007,2025-10-31T07:11:35,espresso,3.6576
20251031-0008,2025-10-31T07:14:03,drip,2.0258
20251031-0009,2025-10-31T07:15:35,drip,2.1802
20251031-0010,2025-10-31T07:16:05,espresso,2.3512
20251031-0011,2025-10-31T07:16:55,espresso,7.0951
20251031-0012,2025-10-31T07:18:40,blended,5.4468
20251031-0013,2025-10-31T07:19:45,drip,1.9717
20251031-0014,2025-10-31T07:19:54,drip,1.7752
20251031-0015,2025-10-31T07:21:45,drip,1.0934
20251031-0016,2025-10-31T07:23:59,espresso,4.3946
20251031-0017,2025-10-31T07:24:27,espresso,3.0525
20251031-0018,2025-10-31T07:29:06,espresso,5.6485
20251031-0019,2025-10-31T07:30:26,drip,1.3359
20251031-0020,2025-10-31T07:30:39,espresso,1.9384
20251031-0021,2025-10-31T07:31:07,blended,3.3475
20251031-0022,2025-10-31T07:32:34,blended,4.0811
20251031-0023,2025-10-31T07:32:48,espresso,2.3764
20251031-0024,2025-10-31T07:33:58,drip,3.5351
20251031-0025,2025-10-31T07:38:07,blended,7.5189
20251031-0026,2025-10-31T07:44:04,blended,4.5044
20251031-0027,2025-10-31T07:47:39,drip,2.2641
20251031-0028,2025-10-31T07:48:47,espresso,3.9832
20251031-0029,2025-10-31T07:52:10,drip,1.7746
20251031-0030,2025-10-31T07:54:30,espresso,2.3753
20251031-0031,2025-10-31T07:57:18,blended,10.6439
20251031-0032,2025-10-31T07:59:21,espresso,3.6024
20251031-0033,2025-10-31T07:59:49,espresso,3.0654
20251031-0034,2025-10-31T08:02:12,espresso,3.4281
20251031-0035,2025-10-31T08:04:16,blended,4.7903
20251031-0036,2025-10-31T08:06:56,drip,3.6940
20251031-0037,2025-10-31T08:07:14,drip,2.3890
20251031-0038,2025-10-31T08:08:20,espresso,2.9260
20251031-0039,2025-10-31T08:08:38,blended,5.9295
20251031-0040,2025-10-31T08:08:48,drip,2.2837
20251031-0041,2025-10-31T08:08:55,drip,1.6069
20251031-0042,2025-10-31T08:12:59,espresso,2.5416
20251031-0043,2025-10-31T08:14:47,espresso,2.3854
20251031-0044,2025-10-31T08:16:35,espresso,2.6111
20251031-0045,2025-10-31T08:27:13,espresso,2.5875
20251031-0046,2025-10-31T08:27:39,espresso,3.8253
20251031-0047,2025-10-31T08:28:56,drip,1.4498
20251031-0048,2025-10-31T08:30:30,espresso,2.2250
20251031-0049,2025-10-31T08:33:20,espresso,4.4345
20251031-0050,2025-10-31T08:34:17,drip,2.1847
20251031-0051,2025-10-31T08:35:53,blended,4.2747
20251031-0052,2025-10-31T08:36:45,drip,2.3959
20251031-0053,2025-10-31T08:41:07,espresso,3.0842
20251031-0054,2025-10-31T08:42:53,drip,1.6314
20251031-0055,2025-10-31T08:47:48,drip,2.6379
20251031-0056,2025-10-31T08:49:46,espresso,4.5913
20251031-0057,2025-10-31T08:52:55,drip,1.8639
20251031-0058,2025-10-31T08:55:22,espresso,3.7761
20251031-0059,2025-10-31T08:55:47,espresso,1.6935
20251031-0060,2025-10-31T08:56:21,drip,2.1801
20251031-0061,2025-10-31T08:57:07,espresso,5.6828
20251031-0062,2025-10-31T08:58:58,blended,4.1586
20251031-0063,2025-10-31T09:03:19,espresso,5.7419
20251031-0064,2025-10-31T09:05:27,espresso,4.5977
20251031-0065,2025-10-31T09:08:21,espresso,2.7385
20251031-0066,2025-10-31T09:09:06,espresso,3.2712
20251031-0067,2025-10-31T09:10:59,blended,4.0604
20251031-0068,2025-10-31T09:13:39,drip,1.1106
20251031-0069,2025-10-31T09:13:49,espresso,2.7804
20251031-0070,2025-10-31T09:14:11,drip,1.7364
20251031-0071,2025-10-31T09:26:53,espresso,2.5930
20251031-0072,2025-10-31T09:26:59,drip,1.7153
20251031-0073,2025-10-31T09:34:31,espresso,2.9783
20251031-0074,2025-10-31T09:38:41,espresso,3.8444
20251031-0075,2025-10-31T09:38:44,espresso,2.6598
20251031-0076,2025-10-31T09:39:48,espresso,5.1813
20251031-0077,2025-10-31T09:50:25,blended,3.3656
20251031-0078,2025-10-31T09:50:31,espresso,4.8249
20251031-0079,2025-10-31T09:54:47,blended,4.8316
20251031-0080,2025-10-31T09:58:57,blended,3.1178
20251031-0081,2025-10-31T10:06:07,blended,4.0532
20251031-0082,2025-10-31T10:11:03,drip,3.2653
20251031-0083,2025-10-31T10:16:39,drip,1.5200
20251031-0084,2025-10-31T10:19:16,blended,7.3429
20251031-0085,2025-10-31T10:21:27,drip,2.3035
20251031-0086,2025-10-31T10:25:35,espresso,3.6464
20251031-0087,2025-10-31T10:27:28,drip,2.2618
20251031-0088,2025-10-31T10:30:06,blended,4.0237
20251031-0089,2025-10-31T10:33:40,espresso,1.0618
20251031-0090,2025-10-31T10:35:05,espresso,2.4239
20251031-0091,2025-10-31T10:38:26,blended,4.4840
20251031-0092,2025-10-31T10:39:32,espresso,3.6938
20251031-0093,2025-10-31T10:39:59,espresso,3.9490
20251031-0094,2025-10-31T10:41:32,drip,2.3078
20251031-0095,2025-10-31T10:41:58,espresso,4.2586
20251031-0096,2025-10-31T10:42:43,blended,8.3873
20251031-0097,2025-10-31T10:50:08,espresso,3.5823
20251031-0098,2025-10-31T10:53:06,blended,6.4437
20251031-0099,2025-10-31T10:53:16,drip,2.3635
20251031-0100,2025-10-31T11:04:30,blended,8.7401
20251031-0101,2025-10-31T11:04:38,drip,2.0559
20251031-0102,2025-10-31T11:13:50,blended,4.4266
20251031-0103,2025-10-31T11:15:07,espresso,4.9432
20251031-0104,2025-10-31T11:15:19,espresso,4.9457
20251031-0105,2025-10-31T11:25:04,drip,1.8504
20251031-0106,2025-10-31T11:25:56,drip,2.3366
20251031-0107,2025-10-31T11:28:41,espresso,4.2750
20251031-0108,2025-10-31T11:32:29,blended,5.4652
20251031-0109,2025-10-31T11:33:36,espresso,3.8041
20251031-0110,2025-10-31T11:39:41,espresso,1.8441
20251031-0111,2025-10-31T11:43:12,drip,2.4671
20251031-0112,2025-10-31T11:46:30,espresso,4.2807
20251031-0113,2025-10-31T11:49:43,espresso,3.8595
20251031-0114,2025-10-31T11:52:19,blended,3.9893
20251031-0115,2025-10-31T11:57:24,blended,7.0014
20251031-0116,2025-10-31T11:58:03,drip,1.5298
20251031-0117,2025-10-31T12:00:04,espresso,4.9817
20251031-0118,2025-10-31T12:01:54,espresso,2.3997
20251031-0119,2025-10-31T12:03:59,blended,6.0791
20251031-0120,2025-10-31T12:08:29,espresso,2.4341
20251031-0121,2025-10-31T12:12:04,espresso,4.6302
20251031-0122,2025-10-31T12:14:20,blended,7.5642
20251031-0123,2025-10-31T12:17:06,drip,3.4037
20251031-0124,2025-10-31T12:21:54,blended,6.9578
20251031-0125,2025-10-31T12:30:06,espresso,2.1143
20251031-0126,2025-10-31T12:31:03,blended,4.5671
